Frequency_of_outbreaks,Magnitude_of_outbreaks_Deaths,Magnitude_of_outbreaks_Infected,Magnitude_of_outbreaks_Severity_Index,Security_and_Conflict_Index
0.58962274,0.60386246,0.623886,0.65192115,0.5287383
0.5461312,0.5235923,0.6174017,0.60973126,0.6079035
0.55286103,0.5985216,0.6788276,0.6132164,0.5685828
0.6928386,0.5618044,0.8090348,0.703581,0.504021
0.61144125,0.65350604,0.6905161,0.6126722,0.49457964
0.60948604,0.5103156,0.73743594,0.66119796,0.49516997
0.66546625,0.60985124,0.6924692,0.62803733,0.4463188
0.538715,0.50440484,0.6020648,0.53623736,0.44594336
0.6010015,0.5961015,0.6572202,0.5442058,0.45519707
0.5601712,0.6482445,0.61632,0.5567013,0.45887756
0.73391855,0.5537266,0.7504058,0.6655799,0.39536765
0.5544172,0.55948216,0.58532757,0.58575064,0.4001046
0.66450655,0.609094,0.5543984,0.61043984,0.41890278
0.5253379,0.6045123,0.6368148,0.5516972,0.5169091
0.6858977,0.68793297,0.7282299,0.5977417,0.5485053
0.5652902,0.66805303,0.7345368,0.540993,0.5110651
0.57437813,0.60303515,0.6306462,0.6554655,0.51067275
0.6242366,0.71136564,0.7030791,0.6621666,0.5913875
0.5449859,0.51245815,0.6200548,0.53653437,0.5559124
0.519763,0.593809,0.68216234,0.6240002,0.5897116
0.567917,0.6102433,0.5883877,0.61287975,0.5761189
0.6292313,0.61952466,0.6719987,0.61034846,0.5771434
0.5426489,0.4567112,0.58370733,0.51846033,0.5802109
0.51443803,0.5578698,0.63315713,0.5767729,0.5029544
0.6061353,0.6330846,0.6325766,0.59126294,0.43083823
0.70887357,0.6464312,0.73963,0.65850115,0.40405992
0.659796,0.6679561,0.72041225,0.68567544,0.43527418
0.5715307,0.55031735,0.6363438,0.6070869,0.46928766
0.6668982,0.62352526,0.60866225,0.63310647,0.48534787
0.6238661,0.5733331,0.66231054,0.57154727,0.32858324
0.61751044,0.5960785,0.65043217,0.64331275,0.45861584
0.6551943,0.61193293,0.6880454,0.6313639,0.46399572
0.46284205,0.50731575,0.5781959,0.60718954,0.5280711
0.6204922,0.54525644,0.6339125,0.6297793,0.5816403
0.62113273,0.57115984,0.67255855,0.58195895,0.5508233
0.58223677,0.6758232,0.68709075,0.590729,0.5999694
0.58256114,0.64304376,0.6272482,0.5843769,0.5608367
0.65003127,0.5955359,0.69965065,0.6046088,0.5626543
0.5768193,0.48315325,0.59766316,0.5391252,0.52092963
0.56129134,0.6072729,0.6396755,0.42854315,0.5494472
0.5354485,0.4998696,0.63583064,0.504904,0.5179122
0.6623583,0.6399185,0.7228473,0.60745883,0.5617575
0.56016433,0.56290317,0.5917002,0.5551632,0.5690054
0.5649984,0.5567915,0.5546076,0.5223374,0.54748076
0.505311,0.5775809,0.6164795,0.4546611,0.5645
0.5927024,0.62321323,0.75503284,0.5975985,0.57205695
0.5430605,0.57156223,0.6230894,0.5769881,0.61106557
0.50563496,0.5140182,0.5541544,0.44354412,0.6094747
0.55403733,0.555213,0.63600075,0.50373304,0.63606966
0.6626531,0.63873255,0.63040864,0.61650157,0.73491055
0.611587,0.56380576,0.6319468,0.5334398,0.56264675
0.5157667,0.49448803,0.6671876,0.6180816,0.57702756
0.5844873,0.59947824,0.65270567,0.64510286,0.5938663
0.6730896,0.5869772,0.76125455,0.6578991,0.49633133
0.5342061,0.54222333,0.6809633,0.5433913,0.51445115
0.67119646,0.6544288,0.7646281,0.671139,0.49674878
0.64939576,0.58888197,0.65301776,0.62901366,0.56064516
0.61674726,0.61091757,0.61742777,0.6672619,0.5874741
0.66222227,0.63782924,0.6925369,0.61550397,0.5709263
0.538418,0.5604456,0.57392704,0.53975415,0.49390346
0.6388407,0.67270094,0.7273816,0.5117577,0.49632972
0.65100706,0.6428977,0.7363001,0.675859,0.4021725
0.64232117,0.5612469,0.6424433,0.6868434,0.47604072
0.5719776,0.62446755,0.6611763,0.6383303,0.43793312
0.6865123,0.6749437,0.7681301,0.61713004,0.48213065
0.596975,0.5872227,0.73865247,0.62812763,0.4466706
0.6194429,0.593409,0.63734937,0.59819365,0.4985012
0.66096956,0.671582,0.62482816,0.6237759,0.63938
0.682706,0.67183393,0.6582338,0.50872725,0.5672624
0.6100609,0.6125434,0.68987656,0.57579607,0.62630975
0.59613776,0.57263815,0.66116065,0.5491986,0.6280692
0.5864294,0.6102891,0.69828284,0.5738774,0.61353934
0.55184627,0.5792573,0.598191,0.58289844,0.6196828
0.5557225,0.6082423,0.74412477,0.625629,0.59404063
0.5965026,0.5175986,0.64364374,0.48496434,0.635719
0.46844158,0.53056043,0.6385613,0.5104023,0.63648695
0.5413641,0.5138963,0.6032855,0.58293533,0.65319955
0.59265596,0.5503375,0.6879481,0.6376025,0.7561794
0.6258234,0.5673006,0.71422905,0.60187495,0.72901917
0.6457672,0.5809456,0.6753985,0.6189689,0.73470914
0.5887172,0.5553341,0.6675908,0.6629857,0.61219764
0.58737874,0.63467664,0.7111728,0.61584336,0.5140867
0.60901904,0.6070494,0.6450917,0.6713925,0.5625612
0.7230226,0.66955686,0.72526884,0.6621443,0.5173136
0.56045127,0.6021177,0.6687213,0.54516274,0.4793089
0.66406274,0.7368244,0.7499086,0.6747327,0.39111274
0.6739994,0.6667444,0.64232385,0.5637321,0.47748607
0.5960727,0.6309299,0.69582087,0.55621725,0.45155546
0.6195746,0.59483147,0.76884466,0.7133355,0.47596225
0.6253626,0.6532992,0.66680086,0.6391171,0.49423814
0.6052586,0.53728586,0.75436825,0.71487314,0.48571694
0.62141854,0.5852121,0.6351913,0.6043395,0.3859635
0.609244,0.55487466,0.6988362,0.5526518,0.37999105
0.689079,0.66620135,0.75671077,0.63093376,0.4542002
0.49086663,0.6422205,0.7171727,0.6741452,0.51019514
0.63637364,0.6210982,0.71911216,0.62687635,0.5458657
0.74707335,0.54837644,0.7191557,0.6468381,0.529223
0.512429,0.5800024,0.527383,0.5508786,0.50800365
0.6308029,0.6354595,0.8062283,0.55670327,0.5526542
0.5960215,0.53935856,0.74822104,0.66258913,0.5616445
0.6371994,0.6243616,0.6273569,0.55551696,0.54127073
0.68598795,0.6023946,0.73842794,0.6320267,0.5586451
0.5712652,0.6215308,0.7409408,0.65386397,0.515413
0.6916479,0.6297996,0.72577953,0.73617244,0.50038886
0.6213486,0.5444746,0.7061707,0.5838294,0.47979432
0.66270936,0.63789463,0.6952769,0.6735252,0.56750697
0.743302,0.6386298,0.8112694,0.74357593,0.5437646
0.6154083,0.6271623,0.81860435,0.7098931,0.6185929
0.5742807,0.593934,0.75105524,0.62330663,0.6428071
0.71024936,0.64626133,0.7261771,0.714638,0.5644023
0.64047796,0.47826293,0.6624471,0.561936,0.5215129
0.5067418,0.6152994,0.5613069,0.6534814,0.5708579
0.61839855,0.57945734,0.6555546,0.63741374,0.46702945
0.6786512,0.6345377,0.73341584,0.6358562,0.43139586
0.5997005,0.6051893,0.55120486,0.57451487,0.49566975
0.53182316,0.5665356,0.7443447,0.66737455,0.4461901
0.5952275,0.63128734,0.6155649,0.58434683,0.43175912
0.5794916,0.56138015,0.6119376,0.5634537,0.51078916
0.65869045,0.5597166,0.62496716,0.6265284,0.5946452
0.5100139,0.61837214,0.6324059,0.59714055,0.56162643
0.60009134,0.63959485,0.75832975,0.6130259,0.5490554
0.6056364,0.6289824,0.72287834,0.6832915,0.51367867
0.58100855,0.54879326,0.6624018,0.618109,0.49752292
0.6135843,0.65056306,0.779413,0.7034734,0.45058703
0.72457206,0.61517566,0.6942149,0.64044905,0.36216825
0.48768163,0.61080563,0.6371068,0.63865817,0.42491728
0.64185756,0.6097862,0.65808916,0.6155614,0.43147576
0.62641734,0.56885344,0.7321463,0.63308036,0.43187448
0.6072442,0.6044198,0.7473818,0.5702063,0.41875178
0.61525726,0.61427015,0.6216471,0.61800104,0.39534295
0.6694577,0.6090682,0.63436455,0.68420434,0.38738772
0.64828056,0.61298674,0.65318227,0.68259716,0.39696345
0.56364816,0.5723213,0.64478636,0.53446037,0.3936825
0.5861342,0.60726744,0.6495106,0.57420635,0.36411008
0.6374497,0.61877763,0.65860534,0.71397793,0.2993363
0.694737,0.5406925,0.7209071,0.65898764,0.22243354
0.6130176,0.7077949,0.6444322,0.60190886,0.30505157
0.6058545,0.6276875,0.7294449,0.5810036,0.40595955
0.57994115,0.6150288,0.720157,0.62618715,0.41374242
0.6267884,0.52085066,0.65402925,0.65666306,0.3903437
0.7021767,0.575462,0.67041814,0.5786213,0.45049512
0.6013169,0.63918406,0.78226256,0.6347883,0.4107327
0.5045356,0.51372784,0.65230787,0.5746849,0.4063222
0.62975484,0.6289251,0.66506034,0.5608741,0.5199071
0.5444743,0.48016587,0.6889776,0.5188493,0.53991026
0.39155805,0.58746934,0.60931396,0.52097553,0.6128876
0.65703857,0.5650289,0.63792664,0.49435073,0.70443666
0.5640233,0.66466343,0.73725843,0.660262,0.6476474
0.6390043,0.6408062,0.740103,0.6451093,0.6743601
0.57025087,0.4594887,0.6324669,0.5975811,0.69223046
0.53128177,0.63874906,0.7150449,0.5909077,0.6478996
0.5736568,0.504278,0.6430261,0.5318252,0.59162027
0.5852085,0.6251192,0.6656051,0.60325706,0.64040935
0.56709164,0.49426702,0.6427119,0.49023628,0.60783887
0.6288723,0.53838927,0.72487825,0.44957462,0.6034694
0.48898903,0.5320531,0.6287182,0.5441744,0.6204879
0.58564967,0.609129,0.7326281,0.6687656,0.6621462
0.6047039,0.6677308,0.62825924,0.57151365,0.66111416
0.6105494,0.69852316,0.8132114,0.697288,0.7074233
0.59524786,0.54202807,0.7144855,0.533904,0.6514647
0.6589796,0.62244314,0.67282087,0.6733675,0.5766888
0.6958484,0.6816273,0.7592906,0.70902514,0.47501528
0.64553654,0.57702744,0.6802584,0.6241702,0.5271099
0.5462721,0.52039087,0.6514395,0.67189956,0.5002848
0.64961815,0.65989256,0.7147171,0.62761307,0.5278931
0.5390161,0.6644666,0.67832434,0.5671129,0.5032444
0.5931349,0.62263817,0.68312883,0.5731813,0.57811993
0.66003865,0.61325127,0.6747332,0.6726951,0.56175673
0.63754284,0.6496246,0.6659231,0.5861382,0.5636538
0.643508,0.47959438,0.67589504,0.5842797,0.5724414
0.64996195,0.54294586,0.5954378,0.52939814,0.5014182
0.55074394,0.6089453,0.66444623,0.6402298,0.51176465
0.69890046,0.53876257,0.7050188,0.64307225,0.48984915
0.6484268,0.5017241,0.68142176,0.67962617,0.4092393
0.64317536,0.7039253,0.708529,0.6720347,0.45612788
0.5141307,0.5274383,0.60305667,0.53941804,0.44875988
0.6479694,0.57797515,0.69084966,0.71275437,0.5527381
0.6309951,0.61378694,0.711488,0.660056,0.51435876
0.582178,0.63890874,0.68596566,0.5134001,0.54285383
0.6193423,0.7102171,0.67955476,0.66288686,0.5905354
0.54551643,0.59094894,0.6259191,0.5310791,0.5414421
0.61950535,0.59253764,0.6854435,0.6113743,0.5876849
0.6223453,0.49885982,0.63288546,0.6283385,0.58136785
0.6224164,0.66826165,0.70661116,0.610507,0.55789936
0.6339559,0.5252293,0.5373694,0.52362627,0.5205246
0.6094251,0.5439121,0.7095351,0.6352289,0.53168607
0.6060572,0.56853896,0.7005911,0.64376235,0.56437355
0.60420644,0.60851926,0.6524534,0.64722264,0.56511843
0.5667307,0.5400413,0.748135,0.58752686,0.4782639
0.54950595,0.5911581,0.6982298,0.59247696,0.5598575
0.67615306,0.5423416,0.6617466,0.55952126,0.63545847
0.55498064,0.59886754,0.6500195,0.58500236,0.6149947
0.62201226,0.5154566,0.65332246,0.6063941,0.5778812
0.6606887,0.6425328,0.6823196,0.6780838,0.62124294
0.62942594,0.539386,0.6750723,0.6327881,0.6329713
0.5070677,0.54216856,0.5936122,0.5873453,0.572903
0.48117805,0.5414041,0.61533463,0.6547621,0.48591107
0.59153974,0.552851,0.5970621,0.5031957,0.49518946
0.731677,0.591377,0.6652195,0.59312165,0.5044913
0.6269047,0.6252552,0.69093066,0.5899717,0.5345246
0.59988487,0.5987327,0.7390574,0.6141485,0.5976784
0.75043803,0.6316702,0.8033966,0.7369286,0.541667
0.60121816,0.52102774,0.6266315,0.61944777,0.54946864
0.586985,0.59304124,0.7503505,0.6746291,0.5628725
0.59712046,0.59060794,0.6628199,0.55584854,0.6024988
0.7558341,0.6813953,0.74406976,0.69171923,0.5602391
0.566451,0.67591286,0.66563594,0.6838561,0.49148253
0.6088306,0.57072884,0.7041681,0.59547377,0.45476153
0.70247114,0.65593934,0.79006124,0.6547981,0.47084707
0.5304174,0.6019091,0.6711341,0.6712942,0.49985194
0.7005667,0.65923136,0.82795477,0.71263045,0.4225518
0.6385782,0.6284305,0.68964183,0.59407055,0.37196803
0.5287289,0.5922775,0.6668626,0.6501597,0.47617078
0.6305474,0.6307447,0.7022632,0.6562409,0.4892236
0.60910475,0.56066525,0.7229148,0.6166732,0.5046613
0.6202997,0.56718874,0.7144048,0.6996719,0.4454463
0.5467609,0.62574345,0.59316266,0.59164345,0.50700456
0.54921275,0.5170416,0.6105243,0.5901713,0.44865945
0.6325135,0.6498358,0.7209828,0.63783175,0.39616287
0.62692094,0.64102423,0.7312784,0.6375856,0.43945596
0.6948571,0.64957213,0.7745265,0.71441567,0.41189194
0.67474884,0.5832916,0.684013,0.6693534,0.41224498
0.5796218,0.4838214,0.6660717,0.5119575,0.4211411
0.63088596,0.7246178,0.6919885,0.7259813,0.45539692
0.6448194,0.64913666,0.7154489,0.69486046,0.41006953
0.6018101,0.6487273,0.69977844,0.6796073,0.33075598
0.63146067,0.5634542,0.6309848,0.6199591,0.3693447
0.6494272,0.65305215,0.7044194,0.62547195,0.3995851
0.70482075,0.5555597,0.63089967,0.5324021,0.4194899
0.53787374,0.5055382,0.6258353,0.5807568,0.42097116
0.5438429,0.50113845,0.6184558,0.5556644,0.434194
0.6749617,0.592247,0.7470537,0.6394603,0.31261092
0.74049556,0.65663147,0.7205944,0.69803953,0.30617094
0.61569136,0.5210073,0.6438735,0.5571912,0.26047948
0.6550869,0.60658896,0.7211571,0.63641304,0.28230184
0.59475344,0.6211954,0.7822268,0.6519354,0.37426952
0.6517246,0.65120256,0.66484797,0.6094189,0.3906004
0.6551316,0.5935724,0.7060932,0.6087027,0.4069481
0.65715516,0.64687294,0.79500604,0.6865701,0.45821694
0.68770957,0.67977947,0.70608616,0.5879644,0.5574826
0.61425525,0.551486,0.7179812,0.64324725,0.6133879
0.59174085,0.530376,0.6637528,0.49505338,0.6441876
0.58982456,0.5564181,0.5874572,0.6150669,0.7186293
0.6206193,0.5378285,0.7599342,0.5689195,0.6494194
0.62208,0.62242514,0.69291097,0.6287409,0.6123468
0.57333815,0.6148013,0.6271295,0.5942278,0.56145483
0.53603756,0.4594837,0.5597232,0.59855616,0.5612413
0.5966476,0.65529525,0.70916486,0.6523681,0.49458355
0.7362626,0.6749155,0.75091374,0.60680825,0.54214704
0.7003304,0.6995502,0.63412607,0.6633816,0.5665587
0.69010603,0.5135801,0.79626846,0.6224268,0.5643751
0.6419266,0.5621176,0.65907645,0.5518034,0.61057854
0.47900754,0.5666466,0.61472666,0.54039204,0.5059059
0.4876264,0.5192568,0.57947797,0.5948023,0.52365905
0.6425157,0.6696725,0.70781565,0.6943014,0.55870026
0.59255415,0.6143632,0.62362736,0.49633804,0.58429414
0.49149492,0.47169155,0.6520051,0.5885408,0.4754371
0.48487514,0.519999,0.5678839,0.44654238,0.45493472
0.6634464,0.6382322,0.74060434,0.5759675,0.4538878
0.5675562,0.46253604,0.65429,0.6099244,0.3898642
0.45899773,0.5900305,0.6215462,0.45681015,0.42882398
0.5298157,0.60311604,0.62651545,0.5307273,0.47699794
0.56660867,0.5230675,0.7174537,0.59710675,0.5109336
0.63431436,0.60541195,0.6359277,0.559536,0.48800173
0.6374115,0.56052995,0.6246604,0.60042197,0.5662278
0.54964733,0.6396133,0.6573093,0.57485867,0.63049716
0.7374034,0.72144866,0.7235484,0.6806452,0.5499248
0.5097832,0.57475615,0.6095291,0.6040234,0.5006179
0.63695997,0.6883934,0.6935828,0.6450692,0.5234176
0.562312,0.53728515,0.63546795,0.56556857,0.5738415
0.5810233,0.5821072,0.5925602,0.58018667,0.5493874
0.514938,0.54300463,0.5751491,0.54248583,0.5108586
0.68425685,0.63834274,0.6953614,0.64723825,0.4480074
0.66905594,0.6622536,0.6509227,0.5664203,0.4276464
0.65741956,0.61084545,0.68221444,0.6392604,0.45422813
0.5512914,0.57292646,0.74767464,0.6676314,0.5198888
0.62304074,0.6639806,0.68175656,0.54172957,0.5454197
0.5675454,0.5308165,0.63430023,0.601892,0.5251443
0.62508893,0.56131744,0.6482594,0.68989027,0.5698273
0.60394794,0.56816524,0.5890902,0.5403674,0.59184504
0.66026807,0.67989033,0.66864693,0.63279116,0.5832406
0.57567173,0.5754199,0.59953415,0.68224716,0.6104539
0.5452551,0.5722956,0.65988976,0.6017792,0.47471815
0.5223178,0.47458595,0.6637907,0.63146126,0.46132773
0.5701048,0.6111031,0.6755964,0.5483963,0.44830266
0.45122892,0.60387444,0.721755,0.65758526,0.4088455
0.54598427,0.5583322,0.6034415,0.48214963,0.3571078
0.64590216,0.60334796,0.6773939,0.617253,0.40673798
0.47929424,0.6219437,0.7284764,0.6269884,0.4640952
0.602684,0.5035354,0.5925249,0.568544,0.52610874
0.68193907,0.6228589,0.6883247,0.5822023,0.6199442
0.4936779,0.49519846,0.63014174,0.5955036,0.615816
0.59066325,0.52568996,0.7161086,0.4955299,0.5925709
0.68483347,0.67239636,0.70465744,0.6151847,0.667689
0.59454715,0.58349633,0.63359004,0.640217,0.7067956
0.6328439,0.65197563,0.72261554,0.5575623,0.6855076
0.54038084,0.5521207,0.693354,0.62211186,0.59150267
0.66600776,0.60892326,0.73344994,0.56179994,0.60424536
0.655914,0.69997877,0.7157371,0.6380388,0.5328123
0.6450762,0.62203944,0.6486786,0.62658745,0.57931024
0.5067987,0.5050176,0.7136855,0.61061084,0.5571516
0.61469567,0.59596705,0.62274593,0.58110356,0.55688226
0.67220366,0.6086145,0.7080546,0.66868156,0.6326058
0.5950221,0.5911385,0.6559717,0.6703427,0.6456929
0.6310523,0.66080546,0.7681725,0.6787738,0.66312873
0.58610964,0.55706036,0.6431955,0.5139352,0.6785194
0.64274055,0.6553224,0.6952859,0.58659524,0.66776323
0.59071946,0.53848845,0.6447704,0.58422524,0.6696928
0.5769702,0.64790374,0.71922785,0.63868695,0.6595828
0.56095064,0.60345244,0.63093114,0.65751565,0.6225445
0.58983755,0.5029679,0.6789273,0.5369365,0.5442471
0.606984,0.6047037,0.6674998,0.52792203,0.5638138
0.749838,0.6557487,0.8045377,0.73097897,0.5354176
0.6433729,0.67426497,0.6850401,0.65152586,0.48512602
0.6017634,0.651965,0.69133484,0.5771873,0.39610153
0.69218516,0.577961,0.61952525,0.6186695,0.43396747
0.60439557,0.53707194,0.7282523,0.6379781,0.4288981
0.6060263,0.6624465,0.6923864,0.6703698,0.49702442
0.63997066,0.5541446,0.63544893,0.55785805,0.5420481
0.60665035,0.51264244,0.668264,0.6040997,0.4468759
0.49307483,0.6163521,0.68689007,0.5471275,0.48634198
0.57909685,0.46872658,0.6521419,0.6262625,0.43696547
0.60055137,0.6280857,0.75503206,0.6175002,0.47802016
0.48773682,0.47334415,0.50764513,0.53178424,0.3287861
0.5665772,0.59541744,0.69962597,0.5643834,0.31907967
0.57610095,0.6365108,0.67996997,0.51101124,0.2573554
0.5789225,0.47762933,0.6858742,0.6129657,0.32150725
0.6126973,0.6060971,0.7148951,0.5334609,0.3854193
0.54594266,0.5420514,0.6318344,0.61293954,0.3951008
0.61821055,0.52696735,0.6652409,0.5614354,0.4459746
0.5849048,0.61448705,0.62788934,0.6464433,0.52435875
0.61697257,0.49204662,0.7147954,0.52380526,0.44392657
0.6960426,0.59184337,0.6907858,0.56832266,0.49603444
0.5786999,0.48625702,0.6416451,0.5809989,0.5104819
0.525836,0.5249878,0.5905855,0.55818075,0.50178844
0.507881,0.5049774,0.53610337,0.547686,0.5289821
0.4887331,0.46458772,0.53023654,0.51569927,0.51366425
0.64724064,0.53968376,0.6576164,0.54661864,0.52646416
0.70474154,0.6320214,0.71258855,0.64389086,0.4412241
0.54172873,0.56121325,0.62438965,0.6131836,0.3665049
0.5649148,0.553684,0.64794016,0.5124853,0.36126807
0.4913644,0.57144463,0.6277724,0.5919721,0.44159344
0.7405316,0.7437496,0.791335,0.6590251,0.46068215
0.56551564,0.547022,0.6394609,0.6672378,0.43569785
0.65049565,0.5164738,0.5831653,0.5504307,0.37946215
0.6392653,0.62657404,0.7288469,0.62668,0.35313886
0.5086586,0.5974894,0.66830546,0.5347167,0.41297022
0.5089957,0.45664138,0.6439562,0.60508776,0.507833
0.5536007,0.6931976,0.560628,0.5556404,0.50332534
0.49269772,0.6359595,0.7100086,0.58647066,0.53853166
0.59686244,0.5941457,0.675293,0.5959141,0.52439874
0.52832747,0.6002455,0.54776543,0.5196252,0.5745354
0.62277013,0.5879197,0.6837091,0.5611358,0.6067834
0.51428854,0.6145533,0.62499434,0.60476184,0.6480718
0.55962,0.5008373,0.57240003,0.62952995,0.6276846
0.5838,0.555356,0.5710371,0.62922335,0.539158
0.6655122,0.6041645,0.64319324,0.63563,0.5777835
0.5800004,0.59892064,0.58984184,0.61478496,0.58431447
0.56082946,0.51921475,0.6372819,0.588543,0.6592161
0.6351827,0.5778585,0.63128406,0.5993296,0.68178093
0.66209286,0.7630756,0.6942836,0.61614096,0.72704256
0.5123323,0.5447962,0.61543787,0.5816364,0.6606208
0.5949511,0.52073175,0.60151863,0.5706384,0.6016841
0.6178667,0.69733685,0.6812546,0.6523294,0.59514314
0.5691936,0.6229907,0.72915834,0.61205167,0.56159556
0.52455485,0.49445227,0.5538183,0.47454545,0.6134705
0.5572407,0.53994346,0.68334955,0.57452273,0.5221362
0.64328367,0.61432785,0.6362298,0.6845759,0.5489317
0.5627982,0.6151783,0.6034371,0.5989724,0.43032748
0.711089,0.61654574,0.7614075,0.71237403,0.46662554
0.657169,0.6743209,0.74109584,0.74109775,0.4298861
0.6864398,0.60840255,0.74345654,0.5986971,0.41626006
0.53091097,0.5954881,0.7030747,0.5572366,0.4586448
0.5794761,0.5853472,0.7074597,0.6241063,0.48047143
0.68134665,0.595011,0.66947067,0.7058028,0.47484353
0.58619815,0.53343797,0.6786599,0.6232674,0.45156986
0.67382056,0.64686656,0.7943308,0.7199287,0.39044952
0.6161411,0.7140689,0.62645537,0.6253958,0.43312964
0.4547826,0.59036833,0.61115277,0.6243032,0.40056962
0.5477793,0.53731036,0.66212296,0.5898594,0.37323305
0.534497,0.5850559,0.67589855,0.6408977,0.38122702
0.55948263,0.6268227,0.71303886,0.610011,0.37238535
0.5989601,0.62109,0.7304571,0.5489336,0.37372687
0.63509715,0.5833479,0.667775,0.6080419,0.31115538
0.5637644,0.5281849,0.43632084,0.48066366,0.26224926
0.60461444,0.6204919,0.7069134,0.60826594,0.30279982
0.60630745,0.568839,0.6932538,0.59684426,0.31544378
0.48177528,0.54123956,0.5405327,0.5335144,0.3308094
0.51567703,0.535889,0.55631965,0.49166736,0.40963498
0.6408695,0.5795684,0.6124826,0.70271915,0.42508847
0.6789066,0.64246964,0.74867076,0.60030115,0.3978414
0.5382591,0.7013174,0.5962077,0.70863247,0.49371663
0.54200363,0.5711063,0.69610286,0.5450313,0.46331167
0.5138033,0.4986637,0.5876814,0.5431337,0.43785065
0.7433238,0.59229904,0.6575157,0.65500844,0.46189442
0.49884784,0.6145295,0.6779952,0.59780335,0.45097286
0.6630356,0.44315636,0.66709316,0.50549716,0.4211302
0.5923466,0.5945326,0.6375252,0.589627,0.46247193
0.631482,0.57115895,0.6236883,0.5634258,0.45209914
0.5888329,0.58415043,0.49602765,0.61562675,0.4649059
0.5962442,0.5335992,0.59852856,0.50896037,0.45460182
0.6076061,0.5489865,0.6639619,0.55831593,0.43281233
0.5612475,0.5246096,0.6442474,0.56401616,0.47166097
0.6327482,0.62590337,0.67358005,0.61010045,0.41930127
0.6872162,0.668964,0.69659245,0.70650196,0.46945286
0.6233536,0.61840755,0.72291845,0.5443234,0.43446207
0.6490825,0.5158605,0.6391252,0.56515294,0.4059157
0.53770125,0.640352,0.62362856,0.5436289,0.49155426
0.65613574,0.5953315,0.64084405,0.6085488,0.45349154
0.46090502,0.568356,0.5403013,0.58770365,0.43747064
0.6158204,0.57726103,0.6792482,0.5813166,0.5069001
0.5269427,0.60753727,0.6638615,0.49080485,0.5206099
0.5264926,0.5821203,0.633356,0.58037966,0.5064032
0.6067115,0.5896376,0.6605447,0.6157449,0.46331832
0.46114486,0.52409375,0.6307702,0.5347341,0.45325014
0.68071336,0.6667269,0.75295186,0.6228217,0.501283
0.5224152,0.6482718,0.6177716,0.60820633,0.47730085
0.5020795,0.49241272,0.6098441,0.53869075,0.48432902
0.6166773,0.65263903,0.68917614,0.587818,0.51011205
0.7087287,0.6529217,0.71020424,0.75012225,0.5865241
0.43486556,0.58791196,0.5297842,0.6128118,0.56479377
0.548245,0.5514237,0.6557013,0.6141268,0.5776657
0.6136143,0.5361464,0.61760527,0.6033571,0.5487889
0.5484339,0.59980375,0.65425986,0.56513405,0.52801055
0.61008906,0.55700916,0.67511237,0.55343854,0.49977526
0.54853994,0.5481327,0.62540257,0.569816,0.5187896
0.57738763,0.4852714,0.55301374,0.5601467,0.4137824
0.570034,0.5705105,0.654134,0.5978483,0.4108963
0.5934825,0.5144423,0.61530393,0.54920465,0.41107723
0.6534197,0.5639439,0.64795154,0.6045963,0.43450138
0.5957631,0.6028264,0.6799316,0.6338205,0.41410628
0.6437032,0.6198989,0.6947963,0.6336861,0.46900666
0.5209618,0.505456,0.5757887,0.4290675,0.4818957
0.39993596,0.44463715,0.51196176,0.44566575,0.4920237
0.46252832,0.49832937,0.58122635,0.4760024,0.51412624
0.5704066,0.6172098,0.6476208,0.6443255,0.53002524
0.5719481,0.50621367,0.68678343,0.60592705,0.5184027
0.5581809,0.569791,0.5973079,0.53322834,0.5221354
0.60379076,0.60589194,0.686231,0.61253613,0.47003612
0.604945,0.4736235,0.70587516,0.64971155,0.49221823
0.6638403,0.6215785,0.68344563,0.6174907,0.5060517
0.62474376,0.6333793,0.62985325,0.6125706,0.55594784
0.59651136,0.6153086,0.7242744,0.6172256,0.5250732
0.65156645,0.6804066,0.6063109,0.5686969,0.5568885
0.53161836,0.55384696,0.5814771,0.56459373,0.5296777
0.65954655,0.60130167,0.64271057,0.6043449,0.564622
0.62440807,0.6437149,0.70164734,0.6086561,0.5304748
0.58077055,0.53701353,0.673794,0.64034986,0.4603044
0.6858072,0.60350865,0.62420905,0.5462233,0.49890083
0.6049621,0.58134884,0.6552497,0.62948275,0.44541442
0.568242,0.56410456,0.5919917,0.5279027,0.4025224
0.6256505,0.5848018,0.6920467,0.61857945,0.34942988
0.5154455,0.5322296,0.6118438,0.6546397,0.33305192
0.5530435,0.6471886,0.59820855,0.5640646,0.3587839
0.6097506,0.61962646,0.6435509,0.6078011,0.42377186
0.6365404,0.51384884,0.7038496,0.50759906,0.41809818
0.6450803,0.5656195,0.64349604,0.5981986,0.39533898
0.623153,0.6032735,0.7261536,0.6348535,0.46616048
0.6158996,0.46976534,0.6809932,0.526634,0.4484621
0.64309675,0.6711856,0.6665497,0.5503069,0.41749746
0.4906255,0.50558245,0.54780424,0.4985227,0.50357574
0.5681228,0.59034467,0.6142449,0.6129808,0.48204875
0.6009802,0.64976907,0.6061419,0.48842344,0.44667578
0.5138577,0.577253,0.6521745,0.65047306,0.42941168
0.5575368,0.6363882,0.6761185,0.64733374,0.3721021
0.5619041,0.55968744,0.6296867,0.5208108,0.36288318
0.52625823,0.58813953,0.6164302,0.53991395,0.46205848
0.5729375,0.5450255,0.621086,0.6339687,0.433092
